link,ean,catI,catII,catIII,descricao,preco,imagem_link
https://www.superabc.com.br/7891360613602-caneta-esfg-f-castell-trilux-fina-c-2/p,7891360613602,Bazar,Papelaria e Festas,Escola e Escritório,CANETA ESFEROGRÁFICA FABER CASTELL TRILUX FINA COM 2 - UNIDADE,3.49,https://abcemcasa.vteximg.com.br/arquivos/ids/252907-1000-1000/7891360613602.jpg?v=637002249660230000
https://www.superabc.com.br/7896080200507vela-7f-s-domingos-sf/p,7896080200507,Bazar,Casa e Construção,Acendimentos,VELA 7F SÃO DOMINGOS SF - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/237842-1000-1000/7896080200507.jpg?v=636935432577430000
https://www.superabc.com.br/7896502877133-frigid-wok-brinox-garlic-vrm-n28/p,7896502877133,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA WOK BRINOX GARLIC VERMELHO N28 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/266019-1000-1000/7896502877133.jpg?v=637002781391570000
https://www.superabc.com.br/7891360589310-giz-cera-f-castel-c-15/p,7891360589310,Bazar,Papelaria e Festas,Escola e Escritório,GIZ CERA F FABER CASTEL COM 15 - UNIDADE,2.99,https://abcemcasa.vteximg.com.br/arquivos/ids/258191-1000-1000/7891360589310.jpg?v=637002294441100000
https://www.superabc.com.br/7896080200101vela-7-dias-s-domingos-bca/p,7896080200101,Bazar,Casa e Construção,Acendimentos,VELA 7 DIAS SÃO DOMINGOS BRANCA - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/237550-1000-1000/7896080200101.jpg?v=636935431134730000
https://www.superabc.com.br/7891360572459-grafite-f-castell-05mm-hb/p,7891360572459,Bazar,Papelaria e Festas,Escola e Escritório,GRAFITE FABER CASTELL 0,5MM HB - UNIDADE,8.99,https://abcemcasa.vteximg.com.br/arquivos/ids/258323-1000-1000/7891360572459.jpg?v=637002294937230000
https://www.superabc.com.br/7896502877119-frigid-wok-brinox-garlic-grafite-n28/p,7896502877119,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA WOK BRINOX GARLIC GRAFITE N28 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/266018-1000-1000/7896502877119.jpg?v=637002781385470000
https://www.superabc.com.br/7898071460402-cx-ferramenta-multbox-19/p,7898071460402,Bazar,Casa e Construção,Ferragens,CAIXA FERRAMENTA MULTBOX 19 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252674-1000-1000/7898071460402.jpg?v=637002248731630000
https://www.superabc.com.br/7891360564041-caneta-esf-f-castell-trilux-c3-az/p,7891360564041,Bazar,Papelaria e Festas,Escola e Escritório,CANETA ESFEROGRÁFICA FABER CASTELL TRILUX C3 AZ - UNIDADE,3.99,https://abcemcasa.vteximg.com.br/arquivos/ids/252903-1000-1000/7891360564041.jpg?v=637002249648330000
https://www.superabc.com.br/7896502876334-frigid-paellera-brinox-vrm-n34-garlie/p,7896502876334,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA PAELLERA BRINOX VERMELHO N34 GARLIE - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257716-1000-1000/7896502876334.jpg?v=637002291225500000
https://www.superabc.com.br/7891360477952-lapis-cor-faber-winner-c-24cores/p,7891360477952,Bazar,Papelaria e Festas,Escola e Escritório,LÁPIS COR FABER WINNER COM 24CORES - UNIDADE,16.69,https://abcemcasa.vteximg.com.br/arquivos/ids/259480-1000-1000/7891360477952.jpg?v=637002318641130000
https://www.superabc.com.br/7898264716286paliteiro-mesa-tritec/p,7898264716286,Bazar,Casa e Construção,Hidráulicos,PALITEIRO MESA TRITEC - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263601-1000-1000/7898264716286.jpg?v=637002347745170000
https://www.superabc.com.br/7896502874293-panquequeira-brinox-garlic-vrm-n22/p,7896502874293,Bazar,Casa e Cozinha,Alumínio e Ferro,PANQUEQUEIRA BRINOX GARLIC VERMELHA N22 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263754-1000-1000/7896502874293.jpg?v=637002348256500000
https://www.superabc.com.br/7891360477938lapis-cor-winner-c-12/p,7891360477938,Bazar,Papelaria e Festas,Escola e Escritório,LÁPIS COR WINNER C 12 - UNIDADE,8.99,https://abcemcasa.vteximg.com.br/arquivos/ids/259482-1000-1000/7891360477938.jpg?v=637002318647700000
https://www.superabc.com.br/7896067200186pilha-panasonic-alc-palito-c-2-lr032b/p,7896067200186,Bazar,Casa e Construção,Acendimentos,PILHA PANASONIC ALC PALITO C/2 LR032B - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264561-1000-1000/7896067200186.jpg?v=637002350675270000
https://www.superabc.com.br/7896502874200-panquequeira-brinox-garlic-grafite-n22/p,7896502874200,Bazar,Casa e Cozinha,Alumínio e Ferro,PANQUEQUEIRA BRINOX GARLIC GRAFITE N22 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/263752-1000-1000/7896502874200.jpg?v=637002348251530000
https://www.superabc.com.br/7891114067279jg-chave-fenda-tramontina-7pc/p,7891114067279,Bazar,Casa e Construção,Ferragens,JOGO CHAVE FENDA TRAMONTINA 7PC - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/259157-1000-1000/7891114067279.jpg?v=637002310293700000
https://www.superabc.com.br/7891354164936-toalha-banho-lepper-frozen-120x60cm/p,7891354164936,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA DE BANHO LEPPER FROZEN 120X60 CM - UNIDADE,27.9,https://abcemcasa.vteximg.com.br/arquivos/ids/240458-1000-1000/7891354164936.jpg?v=636935442721170000
https://www.superabc.com.br/7896502873517-frigid-wok-brinox-garlic-turquesa-n28/p,7896502873517,Bazar,Casa e Cozinha,Alumínio e Ferro,FRIGIDEIRA WOK BRINOX GARLIC TURQUESA N28 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/257725-1000-1000/7896502873517.jpg?v=637002291251900000
https://www.superabc.com.br/7891114061321alicate-universal-tramontina-n7/p,7891114061321,Bazar,Casa e Construção,Ferragens,ALICATE UNIVERSAL TRAMONTINA N7 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/249617-1000-1000/7891114061321.jpg?v=637002214845170000
https://www.superabc.com.br/7891354146550-toalha-lancheira-spider-man-lepper/p,7891354146550,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA LANCHEIRA SPIDER MAN LEPPER - UNIDADE,4.0,https://abcemcasa.vteximg.com.br/arquivos/ids/243296-1000-1000/7891354146550.jpg?v=636943339844670000
https://www.superabc.com.br/7896502856916-saleiro-pimenteiro-brinox-quad-50ml/p,7896502856916,Bazar,Casa e Cozinha,Plástico,SALEIRO PIMENTEIRO BRINOX QUADRADO 50ML - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/239387-1000-1000/7896502856916.jpg?v=636935437650600000
https://www.superabc.com.br/7891114015386pistola-elet-cola-tramontina-30-40w/p,7891114015386,Bazar,Casa e Construção,Elétricos,PISTOLA ELET COLA TRAMONTINA 30-40W - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/264856-1000-1000/7891114015386.jpg?v=637002351169730000
https://www.superabc.com.br/7891354146529-toalha-lancheira-barbie-lepper-24x42cm/p,7891354146529,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA LANCHEIRA BARBIE LEPPER 24X42CM - UNIDADE,3.99,https://abcemcasa.vteximg.com.br/arquivos/ids/243295-1000-1000/7891354146529.jpg?v=636943339839870000
https://www.superabc.com.br/7896502852307-concha-arroz-brinox-beli-un/p,7896502852307,Bazar,Casa e Cozinha,Alumínio e Ferro,CONCHA ARROZ BRINOX BELI - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254181-1000-1000/7896502852307.jpg?v=637002255042930000
https://www.superabc.com.br/7891114010893-chave-fenda-tramontina-3-16/p,7891114010893,Bazar,Casa e Construção,Ferragens,CHAVE FENDA TRAMONTINA 3/16 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253493-1000-1000/7891114010893.jpg?v=637002252061900000
https://www.superabc.com.br/7891354145980-toalha-banho-lepper-barbie-120x60cm/p,7891354145980,Bazar,Cama, Mesa e Banho,Cama, Mesa e Banho,TOALHA DE BANHO LEPPER BARBIE 120X60 CM - UNIDADE,27.9,https://abcemcasa.vteximg.com.br/arquivos/ids/240459-1000-1000/7891354145980.jpg?v=636935442726170000
https://www.superabc.com.br/7896502832149-cacarola-brinox-c-tpa-vrm-n22/p,7896502832149,Bazar,Casa e Cozinha,Alumínio e Ferro,CAÇAROLA BRINOX COM TAMPA VERMELHO N22 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252448-1000-1000/7896502832149.jpg?v=637002247782770000
https://www.superabc.com.br/4891861835063chave-de-roda-luxcar-8170/p,4891861835063,Bazar,Casa e Construção,Ferragens,CHAVE DE RODA LUXCAR 8170 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/253491-1000-1000/4891861835063.jpg?v=637002252053000000
https://www.superabc.com.br/7891344013886oleo-lubrax-essencial-20w50-sl-1l/p,7891344013886,Bazar,Automotivos,Fluidos e Lubrificantes,ÓLEO LUBRAX ESSENCIAL 20W50 SL 1L - UNIDADE,19.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263415-1000-1000/7891344013886.jpg?v=637002339306830000
https://www.superabc.com.br/7896502831982-cacarola-brinox-c-tpa-pto-n22/p,7896502831982,Bazar,Casa e Cozinha,Alumínio e Ferro,CAÇAROLA BRINOX COM TAMPA PRETO N22 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/252447-1000-1000/7896502831982.jpg?v=637002247778400000
https://www.superabc.com.br/7891344007496oleo-lubrax-tecno-15w40-sn-1l/p,7891344007496,Bazar,Automotivos,Fluidos e Lubrificantes,ÓLEO LUBRAX TECNO 15W40 SN 1L - UNIDADE,24.9,https://abcemcasa.vteximg.com.br/arquivos/ids/263420-1000-1000/7891344007496.jpg?v=637002339324500000
https://www.superabc.com.br/7896502831876-conj-grill-frig-brinox-pto-n18-n24/p,7896502831876,Bazar,Casa e Cozinha,Alumínio e Ferro,CONJUNTO GRILL+FRIG BRINOX PRETO N18-N24 - UNIDADE,nan,https://abcemcasa.vteximg.com.br/arquivos/ids/254575-1000-1000/7896502831876.jpg?v=637002256876330000
https://www.superabc.com.br/7891334176140-canudo-theoto-emb-c500/p,7891334176140,Bazar,Papelaria e Festas,Festa,CANUDO THEOTO EMBALADA C500 - UNIDADE,15.79,https://abcemcasa.vteximg.com.br/arquivos/ids/252946-1000-1000/7891334176140.jpg?v=637002249821900000
